ticker,index_ticker,comment
ABI.BR,BFX,Anheuser-Busch
INGA.BR,BFX,ING Groep
ENGI.BR,BFX,ENGIE
KBC.BR,BFX,KBC Groep
UCB.BR,BFX,UCB
GBLB.BR,BFX,Group Bruxelles
SOLB.BR,BFX,Solvay
UMI.BR,BFX,Umicore
AGS.BR,BFX,Ageas
GLPG.BR,BFX,Galapagos
COLR.BR,BFX,Colruyt
PROX.BR,BFX,Proximus
SOF.BR,BFX,Sofina
TNET.BR,BFX,Telenet Group Holding
ACKB.BR,BFX,Ackermans & Van Haar
APAM.BR,BFX,Aperam
BPOST.BR,BFX,Bpost
COFB.BR,BFX,Cofinimmo
ONTEX.BR,BFX,Ontex Group
BEKB.BR,BFX,Bekaert
