model-1601030665,1601030668.272,0.64,0.2188,0.63,0.2205
model-1601030665,1601030668.292,0.55,0.2329,0.62,0.2211
model-1601030665,1601030668.313,0.6,0.2338,0.62,0.2265
model-1601030665,1601030668.333,0.57,0.2414,0.6,0.2346
model-1601030665,1601030668.355,0.63,0.2401,0.6,0.2387
model-1601030665,1601030668.376,0.59,0.2373,0.6,0.2316
model-1601030665,1601030668.396,0.59,0.2367,0.6,0.2248
model-1601030665,1601030668.417,0.63,0.2286,0.61,0.222
model-1601030665,1601030668.438,0.62,0.2276,0.63,0.2179
model-1601030665,1601030668.46,0.58,0.2437,0.65,0.2164
model-1601030665,1601030668.48,0.58,0.2341,0.64,0.2163
model-1601030665,1601030668.501,0.58,0.2404,0.65,0.2155
model-1601030665,1601030668.521,0.66,0.2169,0.66,0.2148
model-1601030665,1601030668.542,0.61,0.236,0.62,0.2158
model-1601030665,1601030668.564,0.58,0.2337,0.61,0.2164
model-1601030665,1601030668.584,0.6,0.2281,0.62,0.217
model-1601030665,1601030668.605,0.62,0.2209,0.62,0.217
model-1601030665,1601030668.625,0.57,0.2415,0.62,0.2142
model-1601030665,1601030668.645,0.58,0.2334,0.66,0.2108
model-1601030665,1601030668.667,0.57,0.244,0.66,0.2109
model-1601030665,1601030668.688,0.57,0.2417,0.65,0.2118
model-1601030665,1601030668.708,0.57,0.2397,0.64,0.2133
model-1601030665,1601030668.728,0.62,0.2277,0.64,0.2139
model-1601030665,1601030668.749,0.53,0.2483,0.65,0.2125
model-1601030665,1601030668.771,0.62,0.2278,0.66,0.2121
model-1601030665,1601030668.791,0.55,0.2486,0.64,0.2145
model-1601030665,1601030668.812,0.51,0.2468,0.63,0.2156
model-1601030665,1601030668.832,0.58,0.2418,0.64,0.2165
model-1601030665,1601030668.853,0.64,0.2297,0.69,0.215
model-1601030665,1601030668.875,0.56,0.2367,0.68,0.2145
model-1601030665,1601030668.895,0.58,0.2367,0.72,0.2153
model-1601030665,1601030668.915,0.71,0.2216,0.7,0.2161
model-1601030665,1601030668.936,0.62,0.2387,0.7,0.2163
model-1601030665,1601030668.957,0.66,0.2177,0.65,0.2167
model-1601030665,1601030668.979,0.64,0.2269,0.61,0.2192
model-1601030665,1601030669.0,0.54,0.2433,0.62,0.2225
model-1601030665,1601030669.02,0.6,0.23,0.62,0.224
model-1601030665,1601030669.041,0.64,0.2302,0.57,0.2209
model-1601030665,1601030669.061,0.58,0.238,0.59,0.2211
model-1601030665,1601030669.084,0.56,0.2355,0.58,0.2208
model-1601030665,1601030669.104,0.67,0.2117,0.59,0.2203
model-1601030665,1601030669.124,0.64,0.2419,0.58,0.2209
model-1601030665,1601030669.145,0.64,0.2203,0.62,0.2227
model-1601030665,1601030669.165,0.62,0.2196,0.63,0.2262
model-1601030665,1601030669.187,0.64,0.2184,0.64,0.2236
model-1601030665,1601030669.207,0.66,0.2201,0.63,0.2196
model-1601030665,1601030669.228,0.67,0.2135,0.64,0.2163
model-1601030665,1601030669.248,0.68,0.2124,0.64,0.2161
model-1601030665,1601030669.268,0.65,0.2122,0.63,0.2169
model-1601030665,1601030669.291,0.67,0.2137,0.63,0.2233
model-1601030665,1601030669.311,0.65,0.2249,0.64,0.2283
model-1601030665,1601030669.331,0.63,0.2312,0.65,0.2297
model-1601030665,1601030669.352,0.6,0.2428,0.64,0.2287
model-1601030665,1601030669.372,0.73,0.1883,0.62,0.2254
model-1601030665,1601030669.395,0.58,0.2361,0.62,0.2218
model-1601030665,1601030669.415,0.66,0.2211,0.62,0.2243
model-1601030665,1601030669.435,0.59,0.248,0.62,0.2246
model-1601030665,1601030669.456,0.61,0.2094,0.61,0.2219
model-1601030665,1601030669.476,0.64,0.2209,0.64,0.2226
model-1601030665,1601030669.499,0.56,0.2547,0.64,0.2223
model-1601030665,1601030669.519,0.74,0.1948,0.64,0.2215
model-1601030665,1601030669.539,0.66,0.2216,0.64,0.2212
model-1601030665,1601030669.56,0.65,0.2266,0.65,0.2186
model-1601030665,1601030669.58,0.63,0.2199,0.64,0.2173
model-1601030665,1601030669.602,0.59,0.2344,0.65,0.2163
model-1601030665,1601030669.623,0.64,0.2148,0.64,0.2174
model-1601030665,1601030669.643,0.66,0.2152,0.64,0.2176
model-1601030665,1601030669.663,0.62,0.2307,0.66,0.2139
model-1601030665,1601030669.684,0.64,0.2145,0.67,0.2154
model-1601030665,1601030669.706,0.58,0.2415,0.65,0.2172
model-1601030665,1601030669.726,0.62,0.2301,0.65,0.2174
model-1601030665,1601030669.746,0.64,0.2252,0.66,0.2138
model-1601030665,1601030669.768,0.6,0.2354,0.64,0.2137
model-1601030665,1601030669.788,0.63,0.2402,0.67,0.2164
model-1601030665,1601030669.811,0.66,0.2253,0.64,0.2194
model-1601030665,1601030669.831,0.74,0.2062,0.64,0.2239
model-1601030665,1601030669.851,0.62,0.2316,0.65,0.2185
model-1601030665,1601030669.872,0.65,0.2224,0.59,0.2167
model-1601030665,1601030669.892,0.61,0.24,0.62,0.2199
model-1601030665,1601030669.914,0.58,0.2479,0.62,0.2165
model-1601030665,1601030669.935,0.59,0.2233,0.63,0.2158
model-1601030665,1601030669.955,0.5,0.248,0.64,0.2191
model-1601030665,1601030669.975,0.71,0.2015,0.64,0.2207
model-1601030665,1601030669.991,0.58,0.237,0.62,0.225
model-1601030665,1601030670.015,0.61,0.2416,0.66,0.2177
model-1601030665,1601030670.036,0.68,0.2019,0.67,0.2146
model-1601030665,1601030670.056,0.61,0.2253,0.68,0.215
model-1601030665,1601030670.076,0.57,0.2399,0.65,0.2157
model-1601030665,1601030670.097,0.64,0.2212,0.63,0.2213
model-1601030665,1601030670.119,0.69,0.2053,0.61,0.226
model-1601030665,1601030670.14,0.58,0.2382,0.61,0.2286
model-1601030665,1601030670.16,0.6,0.2308,0.63,0.2268
model-1601030665,1601030670.18,0.59,0.2415,0.63,0.2134
model-1601030665,1601030670.201,0.61,0.24,0.61,0.2217
model-1601030665,1601030670.224,0.59,0.2398,0.53,0.2392
model-1601030665,1601030670.244,0.47,0.2729,0.53,0.2344
model-1601030665,1601030670.264,0.52,0.2747,0.61,0.2206
model-1601030665,1601030670.285,0.61,0.233,0.69,0.2136
model-1601030665,1601030670.305,0.53,0.2457,0.65,0.2199
model-1601030665,1601030670.328,0.64,0.2266,0.6,0.2322
model-1601030665,1601030670.348,0.61,0.2315,0.58,0.239
model-1601030665,1601030670.368,0.59,0.2281,0.56,0.241
model-1601030665,1601030670.389,0.51,0.251,0.58,0.2356
model-1601030665,1601030670.409,0.57,0.2335,0.63,0.2295
model-1601030665,1601030670.431,0.6,0.2303,0.67,0.2237
model-1601030665,1601030670.452,0.66,0.2321,0.7,0.2218
model-1601030665,1601030670.472,0.64,0.2244,0.68,0.2217
model-1601030665,1601030670.492,0.63,0.237,0.65,0.222
model-1601030665,1601030670.513,0.59,0.2381,0.66,0.2222
model-1601030665,1601030670.535,0.64,0.2347,0.65,0.2223
model-1601030665,1601030670.556,0.62,0.234,0.67,0.2224
model-1601030665,1601030670.576,0.61,0.2339,0.69,0.2227
model-1601030665,1601030670.597,0.67,0.2214,0.68,0.2227
model-1601030665,1601030670.617,0.68,0.2235,0.67,0.2229
model-1601030665,1601030670.64,0.7,0.2237,0.64,0.223
model-1601030665,1601030670.66,0.58,0.2454,0.6,0.2256
model-1601030665,1601030670.681,0.69,0.2198,0.62,0.2294
model-1601030665,1601030670.701,0.55,0.2479,0.6,0.2271
model-1601030665,1601030670.722,0.6,0.2287,0.65,0.2215
model-1601030665,1601030670.744,0.7,0.2144,0.7,0.2192
model-1601030665,1601030670.764,0.58,0.2335,0.66,0.2193
model-1601030665,1601030670.784,0.59,0.2359,0.67,0.2191
model-1601030665,1601030670.805,0.71,0.2038,0.67,0.2195
model-1601030665,1601030670.825,0.62,0.2284,0.66,0.2194
model-1601030665,1601030670.847,0.61,0.2191,0.66,0.2198
model-1601030665,1601030670.868,0.74,0.2103,0.64,0.2235
model-1601030665,1601030670.888,0.64,0.2262,0.61,0.2318
model-1601030665,1601030670.908,0.66,0.2311,0.6,0.2364
model-1601030665,1601030670.929,0.74,0.1996,0.61,0.2322
model-1601030665,1601030670.951,0.76,0.2028,0.6,0.2262
model-1601030665,1601030670.972,0.62,0.2222,0.64,0.2237
model-1601030665,1601030670.992,0.66,0.2088,0.63,0.2204
model-1601030665,1601030671.012,0.69,0.2253,0.66,0.2188
model-1601030665,1601030671.033,0.63,0.2058,0.66,0.2188
model-1601030665,1601030671.055,0.64,0.2366,0.62,0.2261
model-1601030665,1601030671.075,0.65,0.218,0.63,0.2343
model-1601030665,1601030671.096,0.59,0.2489,0.65,0.2274
model-1601030665,1601030671.116,0.69,0.1993,0.66,0.2153
model-1601030665,1601030671.136,0.63,0.2198,0.68,0.2064
model-1601030665,1601030671.159,0.6,0.2401,0.67,0.2038
model-1601030665,1601030671.179,0.65,0.2345,0.67,0.2033
model-1601030665,1601030671.2,0.63,0.2392,0.67,0.1998
model-1601030665,1601030671.22,0.66,0.2153,0.71,0.2002
model-1601030665,1601030671.241,0.62,0.2162,0.73,0.2033
model-1601030665,1601030671.263,0.65,0.2154,0.71,0.2073
model-1601030665,1601030671.283,0.67,0.2021,0.74,0.2044
model-1601030665,1601030671.303,0.74,0.1995,0.74,0.1989
model-1601030665,1601030671.324,0.6,0.2444,0.69,0.1982
model-1601030665,1601030671.344,0.64,0.2204,0.69,0.1976
model-1601030665,1601030671.367,0.62,0.222,0.73,0.1986
model-1601030665,1601030671.387,0.72,0.2031,0.69,0.2038
model-1601030665,1601030671.408,0.68,0.217,0.69,0.2082
model-1601030665,1601030671.428,0.72,0.2051,0.68,0.2062
model-1601030665,1601030671.448,0.64,0.216,0.74,0.1966
model-1601030665,1601030671.471,0.62,0.2266,0.72,0.1925
model-1601030665,1601030671.491,0.61,0.2245,0.7,0.1924
model-1601030665,1601030671.512,0.63,0.2249,0.69,0.1953
model-1601030665,1601030671.532,0.62,0.2323,0.67,0.1973
model-1601030665,1601030671.552,0.63,0.2222,0.69,0.1957
model-1601030665,1601030671.574,0.62,0.2158,0.71,0.1969
model-1601030665,1601030671.595,0.66,0.2048,0.69,0.2018
model-1601030665,1601030671.615,0.65,0.2418,0.67,0.2071
model-1601030665,1601030671.635,0.58,0.2335,0.66,0.2087
model-1601030665,1601030671.656,0.58,0.2366,0.66,0.2107
model-1601030665,1601030671.678,0.59,0.2405,0.67,0.2134
model-1601030665,1601030671.699,0.57,0.2544,0.68,0.2147
model-1601030665,1601030671.719,0.81,0.185,0.66,0.2168
model-1601030665,1601030671.739,0.68,0.2081,0.66,0.2169
model-1601030665,1601030671.76,0.67,0.2115,0.67,0.2164
model-1601030665,1601030671.783,0.6,0.2251,0.66,0.216
model-1601030665,1601030671.803,0.55,0.2366,0.65,0.2157
model-1601030665,1601030671.823,0.63,0.228,0.64,0.2155
model-1601030665,1601030671.844,0.63,0.2176,0.66,0.2151
model-1601030665,1601030671.864,0.69,0.2188,0.66,0.2143
model-1601030665,1601030671.887,0.64,0.2219,0.68,0.2163
model-1601030665,1601030671.908,0.65,0.2121,0.6,0.2234
model-1601030665,1601030671.928,0.68,0.2042,0.63,0.2295
model-1601030665,1601030671.948,0.62,0.23,0.63,0.232
model-1601030665,1601030671.969,0.64,0.2251,0.64,0.2231
model-1601030665,1601030671.991,0.64,0.2258,0.62,0.2174
model-1601030665,1601030672.011,0.7,0.1917,0.66,0.2147
model-1601030665,1601030672.031,0.71,0.2054,0.68,0.2115
model-1601030665,1601030672.052,0.56,0.2446,0.68,0.2116
model-1601030665,1601030672.072,0.57,0.2494,0.7,0.2094
model-1601030665,1601030672.094,0.65,0.22,0.69,0.2094
model-1601030665,1601030672.114,0.61,0.2363,0.68,0.2124
model-1601030665,1601030672.135,0.63,0.2201,0.66,0.2189
model-1601030665,1601030672.155,0.59,0.2311,0.65,0.2244
model-1601030665,1601030672.176,0.64,0.2282,0.65,0.2301
model-1601030665,1601030672.198,0.64,0.2168,0.64,0.2307
model-1601030665,1601030672.219,0.64,0.2283,0.66,0.2257
model-1601030665,1601030672.239,0.65,0.2174,0.69,0.216
model-1601030665,1601030672.259,0.6,0.2236,0.68,0.2074
model-1601030665,1601030672.28,0.66,0.2139,0.65,0.21
model-1601030665,1601030672.302,0.57,0.2293,0.64,0.2173
model-1601030665,1601030672.323,0.52,0.2707,0.65,0.2156
model-1601030665,1601030672.343,0.54,0.2528,0.65,0.2101
model-1601030665,1601030672.363,0.6,0.2271,0.68,0.2096
model-1601030665,1601030672.384,0.58,0.2319,0.67,0.2131
model-1601030665,1601030672.406,0.66,0.222,0.67,0.2168
model-1601030665,1601030672.426,0.64,0.222,0.69,0.2206
model-1601030665,1601030672.447,0.58,0.2288,0.66,0.2234
model-1601030665,1601030672.467,0.54,0.2527,0.67,0.2245
model-1601030665,1601030672.487,0.6,0.2242,0.69,0.224
model-1601030665,1601030672.509,0.59,0.2407,0.68,0.2215
model-1601030665,1601030672.53,0.7,0.217,0.67,0.2196
model-1601030665,1601030672.55,0.59,0.2322,0.62,0.218
model-1601030665,1601030672.57,0.63,0.2234,0.65,0.2174
model-1601030665,1601030672.591,0.58,0.2417,0.65,0.2186
model-1601030665,1601030672.613,0.67,0.2257,0.62,0.2198
model-1601030665,1601030672.634,0.58,0.2257,0.63,0.2195
model-1601030665,1601030672.654,0.68,0.2142,0.62,0.2194
model-1601030665,1601030672.674,0.55,0.2446,0.64,0.2184
model-1601030665,1601030672.695,0.61,0.2302,0.63,0.2173
model-1601030665,1601030672.717,0.56,0.2297,0.65,0.2188
model-1601030665,1601030672.737,0.6,0.2397,0.67,0.2232
model-1601030665,1601030672.757,0.59,0.2193,0.65,0.2264
model-1601030665,1601030672.778,0.6,0.2319,0.65,0.226
model-1601030665,1601030672.798,0.59,0.2343,0.64,0.2236
model-1601030665,1601030672.82,0.69,0.2076,0.64,0.2206
model-1601030665,1601030672.841,0.57,0.2409,0.66,0.2173
model-1601030665,1601030672.862,0.62,0.2265,0.65,0.2148
model-1601030665,1601030672.882,0.62,0.2207,0.69,0.2114
model-1601030665,1601030672.902,0.69,0.2085,0.72,0.2093
model-1601030665,1601030672.925,0.59,0.2381,0.73,0.2086
model-1601030665,1601030672.945,0.72,0.1965,0.69,0.2085
model-1601030665,1601030672.966,0.62,0.2238,0.63,0.2113
model-1601030665,1601030672.986,0.63,0.2305,0.65,0.2186
model-1601030665,1601030673.007,0.55,0.2386,0.63,0.2278
model-1601030665,1601030673.029,0.63,0.2335,0.59,0.2326
model-1601030665,1601030673.05,0.61,0.2283,0.64,0.2266
model-1601030665,1601030673.07,0.6,0.2313,0.65,0.2205
model-1601030665,1601030673.09,0.66,0.2201,0.64,0.218
model-1601030665,1601030673.111,0.63,0.2227,0.62,0.2128
model-1601030665,1601030673.133,0.61,0.2333,0.67,0.2079
model-1601030665,1601030673.154,0.66,0.214,0.71,0.2065
model-1601030665,1601030673.174,0.61,0.2262,0.72,0.2061
model-1601030665,1601030673.194,0.71,0.2006,0.71,0.2056
model-1601030665,1601030673.215,0.65,0.2246,0.72,0.2051
model-1601030665,1601030673.237,0.62,0.2183,0.71,0.2054
model-1601030665,1601030673.257,0.62,0.2171,0.65,0.2076
model-1601030665,1601030673.277,0.64,0.2062,0.66,0.2118
model-1601030665,1601030673.298,0.6,0.2374,0.66,0.2134
model-1601030665,1601030673.318,0.66,0.2244,0.66,0.2104
model-1601030665,1601030673.34,0.59,0.2389,0.66,0.2077
model-1601030665,1601030673.361,0.63,0.217,0.66,0.2073
model-1601030665,1601030673.381,0.59,0.234,0.7,0.2054
model-1601030665,1601030673.401,0.68,0.2113,0.69,0.2041
model-1601030665,1601030673.422,0.56,0.2368,0.67,0.2043
model-1601030665,1601030673.444,0.65,0.2199,0.69,0.2051
model-1601030665,1601030673.465,0.62,0.2418,0.69,0.2087
model-1601030665,1601030673.485,0.56,0.242,0.66,0.2141
model-1601030665,1601030673.505,0.54,0.2375,0.65,0.219
model-1601030665,1601030673.526,0.63,0.2285,0.68,0.2176
model-1601030665,1601030673.548,0.6,0.2258,0.67,0.2147
model-1601030665,1601030673.568,0.57,0.2289,0.64,0.2132
model-1601030665,1601030673.588,0.73,0.1967,0.61,0.2132
model-1601030665,1601030673.609,0.7,0.2193,0.62,0.2138
model-1601030665,1601030673.629,0.67,0.2109,0.62,0.214
model-1601030665,1601030673.651,0.6,0.2314,0.63,0.2144
model-1601030665,1601030673.672,0.58,0.2399,0.64,0.2156
model-1601030665,1601030673.692,0.65,0.2151,0.67,0.2174
model-1601030665,1601030673.713,0.67,0.2146,0.67,0.2173
model-1601030665,1601030673.733,0.62,0.2266,0.65,0.2196
model-1601030665,1601030673.755,0.56,0.2366,0.65,0.2213
model-1601030665,1601030673.775,0.65,0.2065,0.63,0.2221
model-1601030665,1601030673.796,0.65,0.226,0.63,0.2221
model-1601030665,1601030673.816,0.67,0.2122,0.64,0.2213
model-1601030665,1601030673.836,0.64,0.2106,0.64,0.2198
model-1601030665,1601030673.859,0.7,0.2032,0.63,0.2156
model-1601030665,1601030673.879,0.68,0.2138,0.64,0.2124
model-1601030665,1601030673.899,0.73,0.1939,0.68,0.21
model-1601030665,1601030673.92,0.72,0.2038,0.67,0.2089
model-1601030665,1601030673.94,0.68,0.2005,0.67,0.2109
model-1601030665,1601030673.962,0.74,0.2081,0.64,0.2169
model-1601030665,1601030673.982,0.67,0.2099,0.63,0.2203
model-1601030665,1601030674.003,0.65,0.2296,0.63,0.2217
model-1601030665,1601030674.023,0.64,0.2375,0.63,0.2235
model-1601030665,1601030674.043,0.75,0.1743,0.63,0.2227
model-1601030665,1601030674.065,0.59,0.2293,0.62,0.2199
model-1601030665,1601030674.086,0.68,0.2018,0.61,0.2234
model-1601030665,1601030674.106,0.59,0.2386,0.64,0.2223
model-1601030665,1601030674.126,0.67,0.1956,0.66,0.2199
model-1601030665,1601030674.147,0.68,0.207,0.66,0.2207
model-1601030665,1601030674.169,0.57,0.261,0.65,0.2236
model-1601030665,1601030674.189,0.73,0.1946,0.63,0.2273
model-1601030665,1601030674.21,0.69,0.2087,0.63,0.2298
model-1601030665,1601030674.23,0.67,0.2136,0.63,0.2266
model-1601030665,1601030674.251,0.65,0.2118,0.66,0.2235
model-1601030665,1601030674.273,0.63,0.2338,0.66,0.2197
model-1601030665,1601030674.293,0.7,0.2017,0.65,0.2185
model-1601030665,1601030674.314,0.7,0.2014,0.65,0.2166
model-1601030665,1601030674.334,0.6,0.2238,0.65,0.2135
model-1601030665,1601030674.355,0.65,0.2091,0.64,0.2139
model-1601030665,1601030674.377,0.6,0.2261,0.66,0.2156
model-1601030665,1601030674.397,0.66,0.2178,0.65,0.216
model-1601030665,1601030674.418,0.65,0.2146,0.65,0.2114
model-1601030665,1601030674.438,0.68,0.2186,0.65,0.209
model-1601030665,1601030674.458,0.58,0.2358,0.64,0.21
